index,prediction
27623,5.0 millilitre
27657,
27658,
27719,460.0 watt
27720,
27732,12.0 volt
27735,
27736,
27739,21.0 volt
27750,
27751,12.0 volt
27759,5
27792,44.0 pound
27808,
27857,
27875,10.0 gram
27892,240.0 pound
27897,4.0 watt
27898,
27899,50
27902,5.0 volt
27903,
27904,440.0 pound
27905,30.0 millilitre
27920,
27921,
27928,
27931,820
27934,7.40 volt
27962,37.0 watt
27963,
27966,20
27984,
27985,
27992,
27994,3.0 watt
28010,65.0 watt
28011,420.0 volt
28046,220
28053,912.7 millilitre
28054,
28055,
28056,3.60 volt
28099,330.0 pound
28104,5.0 volt
28154,125.0 pound
28163,
28171,
28172,
28175,450.0 pound
28184,281
28186,75.0 pound
28201,6173.0 watt
28203,250.0 millilitre
28207,324.0 watt
28209,
28216,
28217,5.0 volt
28221,
28222,
28233,
28234,
28235,240.0 watt
28236,65.90 watt
28237,
28248,
28250,
28251,
28260,220.0 volt
28261,1500.0 watt
28270,250.0 pound
28277,0.85 watt
28278,120.0 volt
28281,250.0 pound
28295,
28296,
28305,225.0 millilitre
28312,115.0 volt
28321,
28330,12.0 volt
28331,
28390,2.0 kilogram
28391,
28404,500.0 pound
28411,
28412,12.0 watt
28427,330.0 pound
28428,
28434,33.0 watt
28435,
28436,48.0 volt
28440,110.0 volt
28442,800.0 watt
28445,21.60 volt
28453,
28458,
28460,24.0 volt
28461,2.0 watt
28473,2000.0 pound
28493,10.0 kilogram
28502,18.0 pound
28515,
28540,"[220.0, 240.0] volt"
28541,65.0 watt
28547,
28549,
28551,
28552,12.0 volt
28564,
28573,100.0 watt
28574,
28575,36.0 volt
28583,
28584,12.0 volt
28590,1.6
28606,20.0 pound
28631,120.0 kilogram
28662,
28663,
28674,
28703,33.0 pound
28713,200
28727,
28728,160.0 watt
28731,3.80 volt
28733,
28734,
28735,
28758,110.0 volt
28763,
28764,
28765,
28777,110.2 pound
28788,
28794,460.0 watt
28796,350.0 pound
28800,112
28803,
28805,
28822,1700.0 watt
28831,
28834,330.0 pound
28850,30.0 millilitre
28865,33.0 pound
28880,2000.0 watt
28882,
28883,
28885,
28890,
28891,
28933,176.0 pound
28938,
28951,
28955,
28956,12.0 volt
29005,1200.0 watt
29014,1650.0 pound
29024,110.0 volt
29025,
29032,
29045,60.0 pound
29053,
29076,1700.0 watt
29077,
29086,2200.0 watt
29087,
29097,120.0 millilitre
29100,
29151,355.0 millilitre
29166,
29167,
29182,25.0 pound
29187,
29188,
29193,
29194,"[220.0, 240.0] volt"
29209,20.0 volt
29213,
29223,
29224,
29232,
29233,
29249,330.0 pound
29302,10.0 watt
29318,
29319,
29321,50.0 pound
29326,103.0 watt
29327,
29330,220.0 pound
29360,500
29363,
29364,120.0 volt
29367,1.5 kilogram
29386,20.0 volt
29415,450.0 pound
29424,
29425,
29430,
29431,200.0 watt
29443,
29487,37.0 pound
29489,
29490,1700.0 watt
29493,2.0 ton
29494,
29497,330.0 pound
29519,265.0 pound
29523,5.0 volt
29543,275.0 pound
29555,265.0 pound
29567,
29601,24.0 volt
29602,1.70 watt
29603,12.0 volt
29604,
29610,220.0 pound
29617,
29618,292860.0 watt
29656,850.0 watt
29658,20.0 kilogram
29661,
29682,120.0 volt
29683,50.0 watt
29720,1200.0 watt
29721,
29741,660.0 pound
29750,
29751,
29776,300.0 kilogram
29795,
29796,60.0 volt
29820,330.0 pound
29851,480
29856,34.0 watt
29857,
29858,220
29887,350.0 pound
29891,
29892,
29893,115.0 volt
29897,22.0 watt
29898,
29901,
29902,
29914,
29915,
29929,
29938,
29939,
29956,30.0 millilitre
29970,12.0 volt
29971,0.90 watt
29973,
29974,
29980,
29981,
29985,
29987,
29988,
30005,220.0 pound
30022,250.0 millilitre
30024,
30025,1500.0 watt
30056,2.0 fluid ounce
30059,3
30106,
30107,1220.0 watt
30119,650.0 pound
30122,30.0 millilitre
30130,473.0 millilitre
30139,20.0 kilogram
30155,
30156,
30159,48.0 pound
30166,
30167,
30174,
30205,
30229,330.0 pound
30258,
30260,
30272,1.0 watt
30282,64.0 watt
30283,
30290,
30291,
30313,
30316,15.0 millilitre
30319,110.0 volt
30320,1800.0 watt
30332,
30333,115.0 volt
30335,0.80 watt
30336,12.0 volt
30373,
30376,5.0 volt
30383,3.80 volt
30391,
30421,60.0 pound
30425,118.0 millilitre
30433,710.0 millilitre
30448,
30459,4500.0 watt
30460,
30462,11.0 pound
30470,300.0 pound
30485,680.0 kilogram
30488,48.0 volt
30509,
30511,
30518,24
30520,250.0 watt
30526,110.0 volt
30527,
30528,
30529,8001.0 watt
30530,
30531,
30568,1500.0 watt
30569,
30570,2
30574,
30575,
30576,
30578,98.0 pound
30596,
30597,1800.0 watt
30610,
30611,37.0 watt
30615,
30616,36.0 watt
30627,355.0 millilitre
30637,1200.0 watt
30679,400.0 pound
30683,500.0 watt
30684,
30705,59.0 millilitre
30711,
30725,265.0 pound
30727,
30728,"[220.0, 240.0] volt"
30735,80.0 volt
30736,
30742,12.0 volt
30743,
30744,935
30752,
30757,
30767,99
30768,400.0 pound
30804,
30805,
30818,
30820,
30837,200.0 pound
30839,
30840,
30845,330.0 pound
30846,
30859,60.0 watt
30860,
30879,165.0 pound
30892,
30893,
30930,24
30938,
30939,1700.0 watt
30979,70
30983,330.0 pound
30990,24.0 volt
30991,
31020,946.0 millilitre
31033,
31034,
31036,
31037,
31081,
31082,
31117,
31118,
31120,
31123,13.0 watt
31124,
31144,
31145,
31146,
31147,
31152,500.0 gram
31161,220.0 pound
31164,
31171,
31173,58.0 watt
31174,
31177,
31178,
31179,2272
31184,
31186,
31191,24.5
31238,1800.0 watt
31249,330.0 pound
31281,
31282,115.0 volt
31297,60
31300,50.0 pound
31305,
31310,110.0 volt
31311,
31316,
31317,
31318,75.0 pound
31326,
31327,
31334,2000.0 pound
31348,
31350,
31353,300.0 pound
31368,100.0 watt
31380,
31397,250.0 kilogram
31408,4.10 watt
31409,12.0 volt
31414,3.70 volt
31457,
31478,330.0 millilitre
31484,40.0 pound
31494,1500.0 watt
31498,
31515,236.6 millilitre
31520,21.0 volt
31555,
31556,237.0 millilitre
31566,200.0 pound
31584,265.0 pound
31600,17.0 pound
31606,10.0 volt
31609,
31615,12.0 volt
31616,
31626,
31647,30.0 pound
31649,12.0 volt
31650,
31661,
31668,
31669,
31694,2000.0 gram
31713,
31714,42.0 watt
31734,
31737,
31738,
31800,
31801,
31837,950.0 watt
31838,
31856,1400.0 watt
31857,
31862,35.0 pound
31869,24.0 volt
31885,
31909,
31939,12.0 volt
31940,
31943,110.0 volt
31966,
31967,6.0 kilowatt
31977,
31978,
31994,
31998,300.0 pound
32020,880.0 pound
32041,280.0 pound
32047,220.0 pound
32063,
32064,10.0 watt
32083,20.0 volt
32100,350.0 pound
32115,0.6
32122,
32125,6
32128,50.0 pound
32160,750.0 millilitre
32165,17.5
32176,
32209,21.0 watt
32210,
32213,
32214,
32246,
32247,7.40 volt
32251,144.0 watt
32252,2400.0 watt
32254,110.0 volt
32260,1.0 gram
32285,
32286,
32298,220.0 volt
32299,1400.0 watt
32316,20.0 kilogram
32323,330.0 millilitre
32342,650.0 watt
32349,900.0 watt
32355,1450.0 watt
32356,
32364,250.0 pound
32371,
32372,
32378,110.0 volt
32379,3000.0 watt
32397,
32408,2
32427,400.0 millilitre
32460,0
32466,115.0 volt
32467,
32470,75
32489,1800.0 watt
32531,
32532,
32554,473.0 millilitre
32562,1500.0 watt
32563,
32564,16.0 fluid ounce
32582,
32584,18.0 volt
32585,
32617,
32618,24.0 volt
32623,350.0 pound
32624,70.0 pound
32646,230.0 volt
32647,
32665,330.0 pound
32668,
32688,30.0 pound
32707,
32708,
32719,300.0 pound
32726,65.0 watt
32727,420.0 volt
32736,24.1 millilitre
32742,
32747,800.0 pound
32769,5.0 volt
32770,
32788,
32789,12.0 watt
32790,
32797,21.0 volt
32803,1700.0 watt
32814,628.0 pound
32822,
32836,
32837,1800.0 watt
32842,
32843,
32849,15.5
32853,120
32860,
32870,25.5 gram
32880,50.0 pound
32886,
32894,32.0 fluid ounce
32896,12.0 volt
32898,12.0 volt
32899,
32904,
32905,
32912,
32913,18.0 volt
32916,750.0 millilitre
32917,
32940,
32955,600.0 watt
32961,6.0 volt
32962,4
32964,5.0 volt
32973,1800.0 watt
32974,
32976,24.0 volt
33000,220.0 pound
33017,
33021,
33022,
33028,
33029,
33055,14619
33083,
33086,12.0 watt
33087,
33104,
33106,
33107,200.0 watt
33109,"[220.0, 240.0] volt"
33110,
33116,180.0 kilogram
33118,300.0 pound
33119,
33128,441
33141,
33142,
33177,330.0 pound
33183,2
33193,177.0 millilitre
33195,
33196,
33197,
33198,350.0 watt
33211,400.0 pound
33229,1248.0 pound
33237,200.0 watt
33270,430.0 watt
33281,
33282,
33286,2.25 watt
33287,12.0 volt
33325,
33357,
33359,16.0 watt
33376,
33378,1000.0 watt
33385,
33386,
33387,
33388,110.0 volt
33398,81.0 volt
33399,
33401,5.0 watt
33441,450.0 pound
33467,
33468,
33492,
33493,
33533,250
33539,473.0 millilitre
33557,3000.0 watt
33562,
33563,
33589,
33590,5700.0 watt
33592,
33593,89.20 watt
33631,65.0 watt
33632,"[220.0, 240.0] volt"
33649,
33659,
33660,
33687,500.0 watt
33688,
33689,21.0 watt
33690,
33702,300.0 watt
33708,
33731,450.0 pound
33768,1200.0 watt
33769,
33787,
33789,
33796,180.0 pound
33812,
33814,
33834,"[220.0, 240.0] volt"
33835,
33849,100.0 millilitre
33851,220.0 pound
33862,
33868,
33869,110.0 volt
33875,12000.0 watt
33876,190.0 volt
33878,
33880,
33884,0.90 watt
33885,85308.0 volt
33932,220.0 pound
33947,265
33953,180.0 kilogram
33967,
33972,"[220.0, 240.0] volt"
33975,
33982,
33983,12.0 volt
33989,
33995,30.0 watt
33997,
34003,
34006,330.0 millilitre
34009,2.0 kilowatt
34026,440.0 millilitre
34036,500.0 pound
34039,18.0 volt
34049,
34055,
34056,
34058,
34059,
34077,
34078,950.0 watt
34081,110.0 millilitre
34083,354.0 millilitre
34084,330.0 pound
34119,265.0 pound
34121,
34122,7.0 watt
34129,330.0 millilitre
34135,25.0 pound
34154,200.0 kilogram
34177,1500.0 watt
34178,
34182,
34194,75.0 pound
34195,
34198,200.0 pound
34202,
34203,41.0 watt
34204,21.0 volt
34205,330.0 pound
34207,17.4
34210,35.0 pound
34211,
34217,600.0 watt
34218,
34238,18.0 volt
34244,18.0 volt
34249,20
34257,30.0 kilogram
34286,55
34294,
34295,
34296,600.0 watt
34298,220.0 volt
34319,1250.0 watt
34327,75.0 pound
34333,10.0 volt
34341,5.0 volt
34342,150.0 kilogram
34394,180
34398,600.0 pound
34418,120.0 volt
34419,
34431,2000.0 watt
34477,24.0 volt
34481,
34482,
34503,75
34523,
34530,
34531,20.0 volt
34537,770.0 pound
34560,300.0 pound
34573,
34574,
34576,110.0 pound
34581,
34582,
34594,24.0 volt
34610,220.0 pound
34617,150.0 kilogram
34626,90.0 millilitre
34637,3
34639,
34640,
34650,12.0 volt
34651,
34652,
34686,35.0 pound
34697,
34713,
34714,
34717,355.0 millilitre
34726,12.0 volt
34727,
34757,1500.0 pound
34760,18.0 volt
34764,11.5
34769,12.0 volt
34770,2.21 watt
34787,
34788,
34794,230.0 gram
34813,300.0 pound
34833,138.0 pound
34843,
34844,
34872,
34890,
34894,2.7 kilogram
34902,
34903,12.0 volt
34906,
34907,
34943,
34944,
34978,660.0 pound
34983,
34984,
35002,
35003,
35019,150.0 kilogram
35042,163.0 millilitre
35053,220.0 pound
35057,330.0 millilitre
35062,
35077,16.8 pound
35078,120.0 volt
35082,220.0 pound
35090,265.0 pound
35095,
35096,
35103,1.0 watt
35131,45.0 millilitre
35143,
35144,49.0 watt
35145,264.0 millilitre
35168,131881.0 watt
35175,330.0 pound
35176,45.0 pound
35180,35.0 pound
35199,20.0 pound
35208,
35217,
35222,12.0 volt
35236,400.0 pound
35247,
35259,
35260,
35261,
35294,35.0 pound
35295,130.0 kilogram
35312,220
35360,1.08 watt
35361,80151.0 volt
35365,
35379,237.0 millilitre
35387,
35388,
35437,700.0 pound
35440,1500.0 watt
35441,
35463,
35483,550.0 watt
35487,
35488,800.0 watt
35502,600.0 watt
35508,
35510,
35515,18.0 volt
35531,265.0 pound
35533,
35534,1000.0 watt
35545,
35546,5.0 watt
35553,
35554,
35592,
35609,450.0 pound
35652,100.0 watt
35683,118.0 volt
35688,120.0 kilogram
35696,
35697,120.0 watt
35712,65.0 watt
35734,2000.0 watt
35768,
35781,
35782,
35792,12.0 volt
35793,
35801,
35806,
35807,
35808,150.0 kilogram
35817,0.60 watt
35818,12.0 volt
35823,65.0 pound
35842,33.0 pound
35878,355.0 millilitre
35883,330.0 pound
35898,
35899,31.0 watt
35923,830.0 pound
35924,12.0 volt
35938,
35939,1800.0 watt
35958,
35979,
35983,
36000,240.0 millilitre
36001,
36002,
36003,800.0 watt
36004,110.0 volt
36005,750.0 millilitre
36006,
36007,
36011,26.0 watt
36016,500.0 millilitre
36023,220.0 volt
36024,900.0 watt
36055,4
36069,180
36075,220.0 pound
36106,
36107,
36116,709.0 millilitre
36136,3.44 watt
36137,
36142,
36160,
36161,
36174,
36175,
36176,
36178,5.0 watt
36179,
36190,220.0 volt
36191,
36231,
36241,
36245,3.8 pound
36264,18000.0 pound
36277,1400.0 watt
36278,
36281,200.0 watt
36296,60.0 kilogram
36305,5.0 volt
36325,
36326,5.0 volt
36328,32.0 watt
36329,
36330,
36331,
36332,2
36333,120.0 volt
36335,
36354,33.0 pound
36355,21.0 volt
36356,60.0 watt
36360,24.0 watt
36362,220.0 pound
36392,
36394,
36400,
36408,250.0 pound
36411,40
36423,
36424,
36446,109.0 gram
36448,
36452,15.0 kilogram
36457,
36458,
36479,120.0 pound
36486,
36487,
36521,750.0 millilitre
36539,350
36571,100.0 watt
36572,
36575,330.0 pound
36650,
36658,1473.0 millilitre
36659,
36660,145.0 watt
36670,1.26 watt
36671,50101.0 volt
36680,
36681,110.0 volt
36704,300.0 pound
36709,150.0 kilogram
36712,
36713,
36739,50.0 watt
36740,
36762,
36776,
36778,
36779,1800.0 watt
36790,
36791,3700.0 watt
36873,30.0 pound
36874,550.0 watt
36886,
36909,235.0 millilitre
36929,
36936,
36937,
36940,800.0 pound
36958,
36959,
36976,
36977,
36981,5.0 kilogram
36983,
36984,
36998,500.0 pound
37042,
37043,14.90 volt
37056,3
37063,
37064,
37073,50.0 pound
37077,
37102,
37103,60.0 watt
37109,12.0 volt
37110,
37111,440.0 pound
37152,400.0 pound
37176,1700.0 watt
37177,
37190,60.0 kilogram
37198,
37208,
37209,110.0 volt
37215,
37229,2.0 millilitre
37300,300.0 pound
37316,
37317,
37342,
37343,
37346,264.0 pound
37365,
37366,
37370,48.0 ton
37377,
37383,800.0 pound
37399,50101.0 volt
37400,1.26 watt
37406,
37407,140.0 watt
37413,12.0 volt
37414,
37423,
37425,120
37457,33.0 pound
37465,
37470,
37471,
37494,11.0 pound
37516,
37517,
37566,150.0 pound
37601,
37604,24.0 volt
37628,20.0 volt
37629,
37644,50.0 kilogram
37661,1200.0 watt
37662,
37667,24.0 volt
37668,300.0 watt
37669,12.0 volt
37713,265.0 pound
37732,3.5 pound
37766,0
37775,18.0 fluid ounce
37780,
37782,0.0 watt
37798,17230.0 volt
37799,1270.0 watt
37804,120.0 pound
37811,15.0 kilogram
37834,2000.0 watt
37836,260.0 pound
37844,330.0 pound
37852,
37853,1700.0 watt
37856,118.0 millilitre
37862,1200.0 watt
37863,
37869,115.0 volt
37870,
37873,375.0 pound
37874,300.0 kilogram
37882,550.0 pound
37914,
37933,
37948,115.0 volt
37975,18.0 volt
37978,24.0 volt
37979,1.20 watt
37987,
37988,
37990,
37999,
38013,65.0 watt
38039,2272
38048,60.0 pound
38055,
38056,20.0 volt
38122,
38128,21.0 volt
38147,
38148,
38154,
38155,
38160,12.0 volt
38162,"[220.0, 240.0] volt"
38163,
38167,
38169,
38181,
38183,
38186,220.0 pound
38187,
38189,
38190,
38195,
38196,
38207,110.0 kilogram
38244,35.0 pound
38258,600.0 watt
38283,
38305,
38309,
38310,110.0 volt
38320,
38340,519.0 watt
38341,
38347,3.02 volt
38354,
38383,
38396,
38401,250.0 millilitre
38428,
38430,220.0 pound
38481,
38482,
38488,
38498,
38523,110.0 volt
38524,300.0 watt
38541,220.0 pound
38546,
38547,150.0 kilogram
38548,
38549,750.0 watt
38555,300.0 watt
38558,
38560,231.0 pound
38568,
38580,
38581,85.0 volt
38594,132.0 pound
38599,220.0 pound
38625,30.0 millilitre
38626,100.0 kilogram
38659,
38660,19000.0 volt
38690,331.0 pound
38703,4.80 watt
38704,24.0 volt
38734,
38738,
38739,13.0 watt
38751,350.0 pound
38752,1500.0 watt
38764,
38765,
38768,
38770,"[220.0, 240.0] volt"
38771,
38772,800.0 watt
38786,
38787,
38817,
38822,265
38837,66.0 pound
38863,3.0 gallon
38874,750.0 millilitre
38882,2.0 volt
38890,330.0 pound
38920,
38921,
38929,330.0 pound
38930,220.0 pound
38953,5.0 volt
38978,3000.0 pound
38995,96.0 watt
39002,5762
39021,3.70 volt
39034,132.0 pound
39038,20.0 pound
39088,41.50 volt
39113,
39114,24.0 watt
39121,
39122,
39126,
39127,
39132,800.0 pound
39152,12.0 volt
39156,36.0 volt
39181,
39182,1500.0 watt
39207,10.0 kilogram
39208,450.0 pound
39234,
39240,
39241,44
39242,
39259,1.0 gallon
39268,150580
39270,220.0 pound
39271,165.0 pound
39274,"[220.0, 240.0] volt"
39275,150.0 watt
39307,
39313,
39314,
39329,40.0 watt
39330,110.0 volt
39342,300.0 pound
39350,400.0 pound
39366,350.0 pound
39385,450.0 pound
39392,2.0 centilitre
39397,
39404,1.20 volt
39406,12.0 volt
39407,
39436,50
39441,
39445,1400.0 watt
39456,320
39471,
39472,
39477,
39480,14619
39489,33
39498,
39499,
39541,265.0 pound
39562,5.0 watt
39564,
39586,
39587,115.0 volt
39588,700.0 watt
39616,33.0 pound
39628,20.0 volt
39634,
39644,250.0 pound
39661,500.0 millilitre
39672,
39673,
39678,
39680,12.0 kilogram
39698,
39699,
39721,7.40 volt
39722,
39723,2.40 volt
39753,22.0 ton
39759,13216
39825,
39841,
39842,
39853,473.0 millilitre
39861,220.0 pound
39865,5
39870,
39871,110.0 volt
39877,
39878,
39887,2.0 volt
39888,
39907,1180.0 kilogram
39921,33.8 fluid ounce
39940,1.80 watt
39941,12.0 volt
39963,
39966,473.0 millilitre
39971,750.0 millilitre
39974,18.0 volt
39991,4.0 watt
39992,110.0 volt
39993,2.0 volt
39997,
39998,
40003,
40004,
40008,
40027,
40038,120.0 volt
40039,40.0 watt
40069,
40078,509
40103,900.0 pound
40110,"[220.0, 240.0] volt"
40112,
40118,
40122,
40148,250.0 pound
40161,
40178,
40179,
40180,
40193,15.0 kilogram
40202,
40203,18.0 volt
40205,4.40 volt
40225,265.0 pound
40244,51.0 watt
40245,
40247,2.40 volt
40266,
40267,
40285,
40286,
40299,38
40317,180.0 pound
40332,150.0 kilogram
40368,
40371,
40372,
40377,1500.0 watt
40379,
40390,1700.0 watt
40391,
40401,
40424,1200.0 watt
40425,
40427,
40428,
40434,400.0 watt
40468,251.0 volt
40469,5.40 watt
40480,20.0 volt
40481,
40495,355.0 millilitre
40506,
40507,
40524,660
40530,50.0 millilitre
40566,21.0 volt
40583,2200.0 watt
40584,
40602,1200.0 watt
40618,
40633,
40634,
40640,
40657,
40658,
40660,15.0 pound
40681,
40697,
40698,
40699,12.0 fluid ounce
40709,1500.0 watt
40710,
40716,66.1 pound
40719,400.0 pound
40763,2.0 gram
40770,
40786,1000.0 watt
40787,
40790,15.0 millilitre
40823,39
40826,276
40836,28.75 watt
40837,120.0 volt
40840,600.0 watt
40855,
40857,220.0 pound
40883,24
40896,1800.0 watt
40897,
40937,79.8 kilogram
40946,
40947,
40956,5.0 volt
40962,110.0 volt
40963,500.0 watt
41022,220.0 pound
41044,1000.0 pound
41099,750.0 watt
41101,
41102,237.0 millilitre
41153,
41156,
41157,1350.0 watt
41160,40.0 pound
41177,100.0 kilogram
41179,
41180,12.0 volt
41181,1.30 watt
41186,18.0 volt
41194,100.0 kilogram
41207,220.0 pound
41208,130.0 watt
41229,5.0 ton
41250,220.0 pound
41268,
41270,24.0 pound
41278,120.0 volt
41296,24.0 volt
41297,5.0 watt
41333,56.0 volt
41334,2.40 watt
41335,132.0 pound
41338,4.20 volt
41339,
41340,120.0 volt
41350,20.0 volt
41355,
41356,
41358,
41361,1.35 volt
41364,
41373,225.0 pound
41375,48.2 ton
41376,330.0 millilitre
41410,5.0 kilogram
41422,250.0 kilogram
41427,176.0 pound
41432,160.0 fluid ounce
41434,
41436,
41440,355.0 millilitre
41464,22.0 pound
41474,330.0 millilitre
41484,12.0 volt
41491,120
41492,220
41520,
41522,11.0 watt
41548,
41549,1800.0 watt
41559,3.70 volt
41568,
41569,
41576,330.0 pound
41578,
41579,20.0 volt
41586,14.0 millilitre
41612,240.0 watt
41619,1800.0 watt
41620,
41621,
41627,
41639,8.0 fluid ounce
41643,
41644,18000.0 watt
41648,1000.0 watt
41649,
41653,360
41685,22.0 watt
41686,
41701,44.0 watt
41702,30.0 volt
41735,1500.0 watt
41736,
41737,
41753,35.0 watt
41768,
41769,
41792,14.0 millilitre
41800,12.0 volt
41801,
41814,88
41824,
41847,12.0 volt
41862,
41879,90.0 millilitre
41908,24
41914,250.0 pound
41929,16.9 fluid ounce
41930,2.40 watt
41932,4.50 volt
41946,
41947,
41952,
41958,500
42008,300.0 pound
42010,
42043,2.90 watt
42044,12.0 volt
42057,700.0 watt
42071,236.0 millilitre
42096,
42097,12.76 watt
42098,
42117,
42118,21.0 volt
42135,
42136,
42154,3.0 millilitre
42182,265.0 pound
42188,
42208,21.0 volt
42211,330.0 pound
42214,25.0 volt
42215,11.0 watt
42221,150.0 kilogram
42231,18.0 volt
42246,750.0 watt
42249,150
42259,
42262,
42288,
42289,120.0 watt
42292,443.0 millilitre
42294,
42295,1500.0 watt
42335,
42341,370.0 watt
42366,
42367,115.0 volt
42371,500.0 watt
42372,37.0 watt
42374,
42387,340.0 millilitre
42388,3.0 ton
42400,450.0 pound
42410,
42428,24.0 watt
42436,
42437,
42438,
42439,
42442,
42443,12.0 volt
42459,12.0 volt
42460,0.90 watt
42462,
42480,100.0 volt
42481,800.0 watt
42491,750.0 watt
42492,
42524,1000.0 millilitre
42545,
42546,
42553,460.0 watt
42554,50201.0 volt
42555,1.44 watt
42577,
42586,80.0 pound
42587,"[220.0, 240.0] volt"
42592,220.0 pound
42606,
42623,
42626,125.0 pound
42629,355.0 millilitre
42646,12.0 volt
42647,
42649,5.0 watt
42654,
42657,
42666,
42667,
42683,"[220.0, 240.0] volt"
42684,
42708,
42709,
42722,
42723,
42728,330.0 pound
42737,400.0 pound
42740,44.0 pound
42750,
42751,
42758,
42759,115.0 volt
42769,
42770,
42782,
42786,
42828,2
42843,
42844,
42846,
42847,
42854,700.0 watt
42860,4.20 volt
42871,3.60 watt
42872,12.0 volt
42875,59.0 millilitre
42879,350.0 pound
42892,
42901,300.0 pound
42913,
42914,
42930,400.0 pound
42962,
42973,0.8 kilogram
43014,3
43026,
43030,1700.0 watt
43031,
43049,
43064,250.0 pound
43100,
43109,4.35 volt
43127,1700.0 watt
43149,1
43150,35.0 pound
43155,
43156,
43190,
43205,
43213,
43235,7.40 volt
43239,20.0 volt
43245,300.0 pound
43266,
43268,
43279,8.0 pound
43280,
43308,84.0 fluid ounce
43337,1
43349,5.0 volt
43367,750.0 watt
43379,12.0 volt
43381,
43387,20.0 watt
43391,
43429,978.0 millilitre
43430,1.50 volt
43444,220.0 pound
43449,330.0 millilitre
43451,
43461,120.0 watt
43467,
43468,
43502,"[220.0, 240.0] volt"
43503,90.0 watt
43507,325.0 millilitre
43514,33.0 watt
43515,
43518,
43555,
43556,1570.0 watt
43579,36.0 watt
43581,
43593,30.0 pound
43595,
43596,12.0 volt
43604,
43609,"[220.0, 240.0] volt"
43610,
43614,500.0 gram
43631,4.0 pound
43637,120.0 volt
43661,100
43662,9.36 watt
43663,24.0 volt
43685,2200.0 watt
43686,
43692,
43693,
43705,
43706,
43707,
43765,
43766,
43767,12
43781,
43782,
43789,30.0 pound
43800,
43803,
43804,
43824,5.0 volt
43828,400.0 watt
43840,3
43845,
43851,
43853,32.0 fluid ounce
43878,220.5 pound
43918,30.0 millilitre
43953,
43954,20.0 volt
43958,
43963,946.0 millilitre
43968,
43970,120.0 watt
43991,
44002,400.0 pound
44014,355.0 millilitre
44034,1150.0 watt
44035,"[220.0, 240.0] volt"
44043,100.0 millilitre
44048,25.0 watt
44067,110.0 volt
44068,800.0 watt
44069,
44070,
44076,
44079,
44080,120.0 volt
44090,220.0 pound
44107,399.2 kilogram
44108,300.0 pound
44123,
44124,
44137,
44142,
44152,20.0 watt
44155,250.0 watt
44156,
44163,28
44207,600
44245,12.0 fluid ounce
44260,5.0 volt
44261,0.90 watt
44264,
44266,
44275,250.0 pound
44284,55.0 pound
44313,
44314,48.0 watt
44326,1.0 watt
44327,
44353,
44358,300.0 pound
44382,400.0 pound
44397,1000.0 pound
44402,
44403,
44413,60
44436,1600.0 watt
44437,"[220.0, 240.0] volt"
44438,
44439,1.0 watt
44440,250.0 pound
44444,
44458,10.0 kilogram
44462,12.0 watt
44463,12.0 volt
44501,330.0 pound
44539,
44547,380.0 watt
44566,500.0 pound
44567,21.0 volt
44575,350.0 pound
44581,30.0 millilitre
44584,900.0 watt
44585,
44594,
44602,750.0 watt
44606,
44618,
44628,
44629,20.0 watt
44630,4.4 pound
44640,8.8 pound
44643,1050.0 watt
44656,400.0 pound
44657,500.0 millilitre
44661,330.0 millilitre
44693,220.0 pound
44700,21.0 volt
44709,
44710,
44712,3100.0 watt
44732,
44735,120.0 volt
44750,
44753,
44754,
44757,
44776,60.0 pound
44792,
44793,
44796,
44800,
44801,
44842,5.0 volt
44844,
44851,5.0 volt
44858,414.0 millilitre
44859,500.0 watt
44862,330.0 pound
44873,
44874,1220.0 watt
44876,
44881,
44882,6061.0 ton
44889,100.0 kilogram
44928,
44929,24.0 volt
44940,
44946,8
44950,
44951,
44958,220.0 pound
44959,
44960,5.0 volt
44964,2.25 watt
44965,38.0 volt
44973,
44989,400.0 pound
44993,
44994,
45019,399.2 kilogram
45035,220.0 pound
45037,
45038,70.0 watt
45081,
45082,154.0 pound
45094,14.90 volt
45100,399.2 kilogram
45102,488
45104,
45105,
45114,70
45118,
45119,1800.0 watt
45140,
45141,
45155,
45156,
45180,
45181,115.0 watt
45184,
45191,120.0 volt
45192,1200.0 watt
45208,
45209,
45211,
45215,260.0 pound
45216,440.0 pound
45249,
45259,5.0 volt
45279,
45281,
45297,
45298,300.0 pound
45320,
45335,
45336,
45337,
45366,
45367,
45401,110.0 volt
45420,330.0 pound
45428,248.0 millilitre
45436,120.0 volt
45437,44.0 watt
45451,
45452,"[220.0, 240.0] volt"
45461,
45462,1200.0 watt
45463,
45475,
45476,
45488,110.0 pound
45496,20.0 volt
45510,450.0 pound
45517,
45533,
45534,
45556,16.0 watt
45557,
45561,1.10 watt
45562,"[220.0, 240.0] volt"
45563,
45566,
45605,
45606,"[220.0, 240.0] volt"
45613,
45614,1400.0 watt
45648,
45665,
45666,
45669,21.0 watt
45670,
45679,120.0 millilitre
45680,
45685,
45688,
45689,
45691,250.0 pound
45697,110.0 pound
45718,
45719,
45720,4
45737,
45738,
45740,6
45792,
45794,
45800,
45801,
45811,
45814,300.0 pound
45817,45.0 pound
45821,40.0 watt
45822,
45826,264.0 pound
45841,0.42 watt
45842,2.50 volt
45850,
45851,
45862,
45863,
45868,8.0 watt
45869,
45870,
